"LabID","CRA","Error","Material","Species","SiteName","Country","Longitude","Latitude","Region"
"BM-1772R",9040,140,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-1773R",8960,130,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-1787R",9510,140,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-1789R",9420,120,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-1793R",8890,170,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-251",9390,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-252",9320,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"BM-253",8710,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-28",8200,200,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-36",8390,200,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-38",7800,160,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-39",8800,160,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-39",8870,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-40",8690,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-41",8670,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-42",8700,200,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-43",8895,150,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GL-70",10800,180,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GrN-942",9140,70,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"GrN-963",9025,100,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"Gro-942",8900,70,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"Gro-963",8785,100,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-376",11166,107,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-377",9582,89,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-378",9775,110,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-379",9655,84,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-380",8610,75,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-381",8658,101,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"P-382",8956,103,"charcoal",,"Jericho","PS",35.4439,31.8711,"1"
"OxA-8407",15860,100,"charcoal",,"Karain Magarasi","TR",30.5708,37.0776,"3"
"OxA-9264",15920,100,"charcoal",,"Karain Magarasi","TR",30.5708,37.0778,"3"
"OxA-9265",16740,100,"charcoal",,"Karain Magarasi","TR",30.5708,37.0778,"3"
"OxA-9266",16750,90,"charcoal",,"Karain Magarasi","TR",30.5708,37.0778,"3"
"Hd-10028-10227",11250,200,"bone",,"Karain Mağarası","TR",30.5708,37.0778,"3"
"Hd-10819-10748",7710,115,"charcoal",,"Karain Mağarası","TR",30.5708,37.0778,"3"
"OxA-8406",14600,100,"charcoal",,"Karain Mağarası","TR",30.5708,37.0778,"3"
"TK-803",7730,90,"charcoal",,"Kashkashok II","SY",40.6447,36.6408,"2"
"TK-859",7880,110,"charcoal",,"Kashkashok II","SY",40.6447,36.6408,"2"
"OxA-2798",12470,180,"bone",,"Kebara Cave","IL",34.9373,32.5583,"1"
"RTT-3733.1",8650,50,,,"Kfar HaHoresh","IL",35.2744,32.7056,"1"
"OxA-22273",15890,90,"charcoal","Chenopodiaceae","Kharaneh IV","JO",36.4542,31.7237,"1"
"OxA-22274",15770,80,"charcoal","dicot","Kharaneh IV","JO",36.4542,31.7237,"1"
"OxA-22275",16145,75,"charcoal","dicot","Kharaneh IV","JO",36.4542,31.7237,"1"
"OxA-22287",15980,60,"charcoal","Chenopodiaceae","Kharaneh IV","JO",36.4542,31.7237,"1"
"OxA-22288",16275,60,"charcoal","Chenopodiaceae","Kharaneh IV","JO",36.4542,31.7237,"1"
"OxA-22289",16300,65,"charcoal","dicot","Kharaneh IV","JO",36.4542,31.7237,"1"
"OxA-22290",16200,65,"charcoal","Chenopodiaceae","Kharaneh IV","JO",36.4542,31.7237,"1"
"Q-3072",9840,120,"bone",,"Kharaneh IV","JO",36.45,31.73,"1"
"Q-3073",10620,125,"bone",,"Kharaneh IV","JO",36.45,31.73,"1"
"Q-3074",12200,140,"bone",,"Kharaneh IV","JO",36.45,31.73,"1"
"Q-3075",13970,150,"bone",,"Kharaneh IV","JO",36.45,31.73,"1"
"Beta-221347",8310,40,"charcoal",,"Khirbet Hammam","JO",35.6658,30.9842,"1"
"Beta-223148",8440,40,"charcoal",,"Khirbet Hammam","JO",35.6658,30.9842,"1"
"GrN-26146",8120,60,"charcoal",,"Khirbet Hammam","JO",35.6658,30.9842,"1"
"GrN-26147",8370,40,"charcoal",,"Khirbet Hammam","JO",35.6658,30.9842,"1"
"GX-26146",8120,60,"charcoal",,"Khirbet Hammam","JO",35.6658,30.9842,"1"
"GX-26147",8370,40,"charcoal",,"Khirbet Hammam","JO",35.6658,30.9842,"1"
"GifA-100396",9030,80,,,"Kömürcü-Kaletepe","TR",34.5758,38.2845,"3"
"GifA-100631",9000,90,,,"Kömürcü-Kaletepe","TR",34.5758,38.2845,"3"
"GifA-99090",8850,90,"charcoal",,"Kömürcü-Kaletepe","TR",34.5758,38.2845,"3"
"Beta-178241",8370,40,"bone","animal","Körtik Tepe","TR",40.9839,37.8144,"2"
"Beta-178242",9870,40,"bone","animal","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38848",9985,40,"charcoal","Quercus","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38849",10065,40,"charcoal","Quercus","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38850",10035,40,"charcoal","Pistacia","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38851",10075,40,"charcoal","Tamarix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38852",9965,45,"charcoal","Tamarix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38853",10015,45,"charcoal","Amygdalus","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38854",10000,40,"charcoal","Populus","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-38855",10040,40,"charcoal",,"Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-39509",9960,60,"charcoal","Populus/Salix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-39510",9925,45,"charcoal","Tamarix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-39511",10100,60,"charcoal","Rhamnus","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-39512",9955,45,"charcoal","Tamarix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45333",10155,50,"charcoal",,"Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45334",10205,40,"charcoal","Populus/Salix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45335",10330,70,"charcoal","Populus/Salix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45336",10270,95,"charcoal",,"Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45340",10030,40,"plant matter","dicot","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45341",10015,40,"plant matter","Vitis","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45342",9835,35,"charcoal","Populus/Salix","Körtik Tepe","TR",40.9839,37.8144,"2"
"ETH-45344",10090,40,"charcoal (bark)",,"Körtik Tepe","TR",40.9839,37.8144,"2"
"KIA-44648",10250,60,"grain","Secale cereale;Secale","Körtik Tepe","TR",40.9838,37.8144,"2"
"KIA-44863",9815,45,"grain","Secale cereale;Secale","Körtik Tepe","TR",40.9838,37.8144,"2"
"KIA-44864",10252,60,"grain","Secale cereale","Körtik Tepe","TR",40.9839,37.8144,"2"
"GrN-12652",7930,80,"charcoal",,"Kumartepe","TR",38.5,37.5,"2"
"K-1428",7860,140,"charcoal",,"Labweh","LB",36.35,34.15,"1"
"K-1429",7850,140,"charcoal",,"Labweh","LB",36.35,34.15,"1"
"K-1430",7990,140,"charcoal",,"Labweh","LB",36.35,34.15,"1"
"Gd-4465",10850,200,"charcoal",,"M'lefaat","IQ",43.5867,35.4159,"2"
"Gd-6149",10290,180,"charcoal",,"M'lefaat","IQ",43.5867,35.4159,"2"
"Gd-6150",10890,140,"charcoal",,"M'lefaat","IQ",43.5867,35.4159,"2"
"Gd-6356",9630,130,"charcoal",,"M'lefaat","IQ",43.5867,35.4159,"2"
"Gd-6363",13540,180,,,"M'lefaat","IQ",43.5867,35.4159,"2"
"OxA-3747",9870,140,"seeds (charred)","Lens","M'lefaat","IQ",43.5867,35.4159,"2"
"OxA-3748",9890,120,"seeds (charred)","Lens","M'lefaat","IQ",43.5867,35.4159,"2"
"OxA-3810",9680,100,"seeds (charred)","Lens","M'lefaat","IQ",43.5867,35.4159,"2"
"OxA-3819",9680,100,,,"M'lefaat","IQ",43.5867,35.4159,"2"
"Pta-3371",10530,100,"charcoal",,"Maaleh Ramon East","IL",34.7547,30.58,"1"
"Pta-3483",10430,80,"charcoal",,"Maaleh Ramon East","IL",34.7547,30.58,"1"
"Pta-3687",10400,100,"charcoal",,"Maaleh Ramon West","IL",34.7114,30.5642,"1"
"RT-1068N",10000,200,"charcoal",,"Maaleh Ramon West","IL",34.7114,30.5642,"1"
"IGAN-772",8010,50,"charcoal",,"Magzaliyah","IQ",42.32,36.39,"2"
"Beta-2737",8480,70,"charcoal",,"Mezad Mazal","IL",35.315,30.93,"1"
"Hv-9106",8240,95,"charcoal",,"Mezad Mazal","IL",35.315,30.93,"1"
"Hv-9107",8330,75,"charcoal",,"Mezad Mazal","IL",35.315,30.93,"1"
"Hv-9108",8440,80,"charcoal",,"Mezad Mazal","IL",35.315,30.93,"1"
"KN-2443",8070,75,"charcoal",,"Mezad Mazal","IL",35.315,30.93,"1"
"KN-2444",8350,75,"charcoal",,"Mezad Mazal","IL",35.315,30.93,"1"
"AA-40101",7806,61,"fruit/seeds",,"Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49099",7849,61,"seeds",,"Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49100",7746,61,"seeds",,"Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49101",7806,61,"seeds",,"Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49102",9324,59,"seeds",,"Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49103",8021,55,"fruit/seeds","Aegilops","Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49104",7977,54,"grain","Triticum","Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49105",7973,62,"seeds","Gramineae","Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49106",7993,58,"seeds",,"Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49107",8001,55,"seeds","Gramineae","Mezraa Teleilat","TR",37.982,36.982,"2"
"AA-49108",7926,69,"grain","Triticum","Mezraa Teleilat","TR",37.982,36.982,"2"
"ANSTO OZ-1355",8360,80,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"LTL-2640A",7594,50,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"LTL-2645A",7816,85,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"LTL-2649A",7817,50,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"LTL-2651A",8016,45,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60149",7940,45,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60150",8190,40,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60151",7960,40,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60152",8020,45,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60153",7900,40,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60304",8040,55,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60305",7940,50,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60538",7940,40,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60540",7790,35,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OS-60735",7760,55,,,"Mezraa Teleilat","TR",37.982,36.982,"2"
"OxA-18862",8517,39,"bone","Homo sapiens","Moghr El Ahwal Cave 2","LB",35.8824,34.2846,"1"
"OxA-18863",8710,45,"bone","Homo sapiens","Moghr El Ahwal Cave 2","LB",35.8824,34.2846,"1"
"Wk-20839",7645,43,"charcoal",,"Moghr El Ahwal Cave 2","LB",35.8824,34.2846,"1"
"Wk-20841",7610,42,"charcoal",,"Moghr El Ahwal Cave 2","LB",35.8824,34.2846,"1"
"Wk-20843",12664,63,"charcoal",,"Moghr El Ahwal Cave 2","LB",35.8824,34.2846,"1"
"OxA-20551",12230,75,"charcoal",,"Moghr El Ahwal Cave 3","LB",35.8824,34.2846,"1"
"OxA-20552",15750,75,"charcoal",,"Moghr El Ahwal Cave 3","LB",35.8824,34.2846,"1"
"OxA-20673",13585,55,"charcoal",,"Moghr El Ahwal Cave 3","LB",35.8824,34.2846,"1"
"RTT-4577",8965,45,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4579",8890,45,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4749",9130,50,"bone",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4750",9310,30,"bone",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4751",9100,30,"bone",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4752",9210,25,"bone",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4753",8995,35,"bone","Homo sapiens","Motza","IL",35.1685,31.7939,"1"
"RTT-4757",8965,45,,,"Motza","IL",35.1685,31.7939,"1"
"RTT-4865",9080,30,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4866",9150,35,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4867",9200,40,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4869",9040,40,"humic acids",,"Motza","IL",35.1685,31.7939,"1"
"RTT-4882",9030,50,"humic acids",,"Motza","IL",35.1685,31.7939,"1"
"TO-11710",9870,90,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"TO-11711",9050,80,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"TO-11712",9170,80,"charcoal",,"Motza","IL",35.1685,31.7939,"1"
"GrA-20636",9300,70,"teeth",,"Mureybet","SY",38.1287,36.0434,"2"
"Lv-604",9730,140,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Lv-605",10590,170,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Lv-606",10460,200,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Lv-607",10590,140,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Lv-608",10590,140,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11622",16560,70,"charcoal",,"Mureybet","SY",38.0906,36.0683,"2"
"Ly-11623",9940,50,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11624",9080,155,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11625",9435,90,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11626",9455,45,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11627",9400,110,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11628",9320,50,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11629",8510,85,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11630",9505,50,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11787",9905,60,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"Ly-11788",9945,50,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-611",9840,200,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-612",9520,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-613",9620,200,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-614",9570,200,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-615",9540,110,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-616",9675,110,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-635",10170,200,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-674",10090,170,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-675",10350,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-731",10230,170,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-732",10230,170,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-733",10030,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-734",9950,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-735",9730,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-736",9280,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-737",8910,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-861",9600,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-862",9130,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"MC-863",9030,150,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"OxA-2158",9190,55,"seeds (charred)",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1215",10006,96,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1216",10092,118,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1217",10215,117,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1220",9885,115,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1220",9968,115,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1222",9904,114,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"P-1224",9492,122,"charcoal",,"Mureybet","SY",38.1287,36.0434,"2"
"GrN-24918",8300,90,"charcoal",,"Musular","TR",34.226,38.3475,"3"
"GrN-24923",8370,110,"bone",,"Musular","TR",34.226,38.3475,"3"
"GrN-24924",8420,110,"bone",,"Musular","TR",34.226,38.3475,"3"
"GrN-25461",8130,180,"charcoal",,"Musular","TR",34.226,38.3475,"3"
"GrN-25611",8060,180,"charcoal",,"Musular","TR",34.226,38.3475,"3"
"GrN-25900",8280,50,,,"Musular","TR",34.226,38.3475,"3"
"GrN-25901",8540,50,,,"Musular","TR",34.226,38.3475,"3"
"GrN-27155",8200,50,"bone",,"Musular","TR",34.226,38.3475,"3"
"GrN-27156",8150,45,"bone",,"Musular","TR",34.226,38.3475,"3"
"GrN-27157",8310,45,"bone",,"Musular","TR",34.226,38.3475,"3"
"GrN-29631",8240,55,,,"Musular","TR",34.226,38.3475,"3"
"GrN-29632",8285,55,,,"Musular","TR",34.226,38.3475,"3"
"KIA-30924",8325,40,"bone","animal","Musular","TR",34.226,38.3475,"3"
"KIA-30926",8450,45,"bone","animal","Musular","TR",34.226,38.3475,"3"
"KIA-31073",8320,30,"bone","animal","Musular","TR",34.226,38.3475,"3"
"I-9767",7505,140,"charcoal",,"Nachcharini","LB",36.36,34.1,"1"
"I-5501",8620,140,"charcoal",,"Nahal Divshon","IL",34.7833,30.8333,"1"
"SMU-3",8900,180,"charcoal",,"Nahal Divshon","IL",34.7833,30.8333,"1"
"Tx-1123",8170,180,"charcoal",,"Nahal Divshon","IL",34.7833,30.8333,"1"
"Tx-1125",8170,165,,,"Nahal Divshon","IL",34.7833,30.8333,"1"
"RTD-8530",8789,40,"seeds","Retama raetam","Nahal Efe","IL",35.1505,31.0785,"1"
"RTD-7449",10460,45,"charcoal","Quercus ithaburensis","Nahal Ein Gev II","IL",35.6688,32.779,"1"
"RTD-7450",10340,40,"charcoal","Prunus amigdalus","Nahal Ein Gev II","IL",35.6688,32.779,"1"
"RTD-7451",10445,45,"charcoal","Tamarix","Nahal Ein Gev II","IL",35.6688,32.779,"1"
"BM-2298R",8430,100,"charcoal",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"BM-2300R",8830,110,"plant matter",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"OxA-1014",8600,120,"plant matter",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"OxA-1016",8810,120,"plant matter","Linum","Nahal Hemar","IL",35.2939,31.1392,"1"
"OxA-1985",9540,100,"bone",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"OxA-1986",9430,90,"bone",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"OxA-2035",9170,100,"bone",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"OxA-2036",8240,90,"bone",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"Pta-3625",8850,90,"plant matter","Linum","Nahal Hemar","IL",35.2939,31.1392,"1"
"Pta-3650",8270,80,"charcoal",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"RT-650",8100,150,"charcoal",,"Nahal Hemar","IL",35.2939,31.1392,"1"
"Pta-3000",8430,80,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-15076",8080,90,,,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1508",7620,80,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1509",7870,55,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1510",9100,85,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1511",8120,80,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1512",8650,85,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1514",8200,90,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1515",8785,80,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1520",7990,55,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1521",8390,95,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1522",8350,75,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1607",9195,70,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1609",8685,70,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1638",8265,80,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1664",8330,100,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1665",7600,110,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1700",7950,110,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"RT-1701",8290,80,"charcoal",,"Nahal Issaron","IL",35.03,29.9,"1"
"OxA-4794",13060,100,"charcoal",,"Nahal Neqarot","IL",35.2515,30.6732,"1"
"OxA-5010",9480,100,"charcoal",,"Nahal Oren","IL",34.9833,32.7164,"1"
"Pta-2848",8670,50,"charcoal",,"Nahal Reu'el","IL",34.9759,29.9628,"1"
"Pta-3137",8720,70,"charcoal",,"Nahal Reu'el","IL",34.9759,29.9628,"1"
"Pta-3202",8650,90,"charcoal",,"Nahal Reu'el","IL",34.9759,29.9628,"1"
"OxA-2137",12200,150,"charcoal",,"Nahal Sekher","IL",34.6639,31.1999,"1"
"SMU-268",13530,144,"charcoal",,"Nahal Zin","IL",34.77,30.84,"1"
"BM-2932",8010,90,"charcoal","Salix?","Nebi Mend","SY",36.54,34.5,"1"
"BM-2935",7820,90,"charcoal","Quercus","Nebi Mend","SY",36.54,34.5,"1"
"Gd-2637",8440,130,"charcoal/shell",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2766",9570,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2773",9480,170,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2777",10180,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2778",9010,170,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2935",7640,110,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2936",9170,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2937",9740,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2963",9780,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2966",9440,160,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2970",10070,120,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2971",10330,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2972",9490,170,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-2973",10400,190,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4118",11300,200,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4193",9500,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4204",7980,140,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4205",9000,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4207",8700,110,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4208",10100,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4209",10040,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4210",10180,190,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4211",10260,170,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4212",10480,180,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4222",8180,120,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4365",9140,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4453",9630,160,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4469",11090,190,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-4478",10700,190,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5186",9170,90,"charcoal/shell",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5240",9130,60,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5249",11180,90,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5257",10020,80,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5421",9250,70,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5422",8750,80,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5424",9140,90,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5425",9140,90,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5443",9420,90,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5451",10700,120,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-5595",9950,100,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6108",8300,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6110",9970,170,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6111",10130,180,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
